station,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,visibility,cloudCover,precipType
Thorndale,7/9/16 17:00,Rain,rain,0.0563,0.18,77.49,78.87,72.08,0.83,1008.07,4.18,117,9.7,0.04,rain
Thorndale,7/9/16 18:00,Light Rain,rain,0.0451,0.3,76.04,77.27,70.64,0.83,1008.54,2.52,122,9.91,0.28,rain
Thorndale,7/9/16 19:00,Clear,clear-day,0.0138,0.07,76.29,77.37,69.57,0.8,1007.75,5.25,160,10,0.03,rain
Thorndale,7/9/16 20:00,Partly Cloudy,partly-cloudy-day,6.00E-04,0.06,74.31,75.46,69.7,0.86,1007.94,2.84,166,10,0.27,rain
Thorndale,7/9/16 21:00,Partly Cloudy,partly-cloudy-night,0.0014,0.14,73.47,74.67,69.79,0.88,1008.46,0.55,272,9.61,0.26,rain
Thorndale,7/9/16 22:00,Partly Cloudy,partly-cloudy-night,8.00E-04,0.08,73.02,74.25,69.86,0.9,1008.94,3.28,287,9.68,0.31,rain
Thorndale,7/9/16 23:00,Partly Cloudy,partly-cloudy-night,0.0081,0.04,73.47,74.2,66.31,0.78,1009.41,6.33,319,9.41,0.28,rain
Thorndale,7/10/16 0:00,Clear,clear-night,0.0081,0.04,72.31,73.05,66.13,0.81,1009.92,6.39,321,9.79,0.07,rain
Thorndale,7/10/16 1:00,Clear,clear-night,0,0,70.2,70.88,65.18,0.84,1010.01,5.44,311,8.6,0,NA
Thorndale,7/10/16 2:00,Clear,clear-night,0,0,68.96,69.56,64.33,0.85,1009.73,5.49,296,7.73,0.05,NA
Thorndale,7/10/16 3:00,Clear,clear-night,0,0,68.51,68.88,62.48,0.81,1009.72,7.06,297,8.12,0.04,NA
Thorndale,7/10/16 4:00,Clear,clear-night,0,0,68.27,68.55,61.82,0.8,1009.92,7.99,297,9.21,0.04,NA
Thorndale,7/10/16 5:00,Clear,clear-night,0,0,67.65,67.88,61.32,0.8,1010.45,6.98,305,10,0.04,NA
Thorndale,7/10/16 6:00,Clear,clear-day,0,0,66.48,66.8,61.64,0.84,1011.24,6.02,288,10,0.04,NA
Thorndale,7/10/16 7:00,Clear,clear-day,0,0,68.71,69.02,62.11,0.8,1011.57,7.98,295,10,0.02,NA
Thorndale,7/10/16 8:00,Clear,clear-day,0,0,71.12,71.32,61.7,0.72,1011.99,10.23,295,10,0.02,NA
Thorndale,7/10/16 9:00,Clear,clear-day,0,0,73.17,73.31,61.32,0.66,1012.25,12.74,305,10,0.14,NA
Thorndale,7/10/16 10:00,Clear,clear-day,0,0,74.73,74.98,62.34,0.65,1012.2,11.32,305,10,0.24,NA
Thorndale,7/10/16 11:00,Clear,clear-day,0,0,76.37,76.61,62.22,0.62,1012.68,10.54,308,10,0.24,NA
Thorndale,7/10/16 12:00,Clear,clear-day,0,0,76.92,77.17,62.35,0.61,1012.85,9.3,304,10,NA,NA
Thorndale,7/10/16 13:00,Clear,clear-day,0,0,77.79,78.06,62.51,0.59,1013.02,9.9,297,10,NA,NA
Thorndale,7/10/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,79.58,79.73,60.91,0.53,1012.73,11.49,299,10,0.36,NA
Thorndale,7/10/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,80.44,81.43,61.27,0.52,1012.57,9.88,300,10,0.31,NA
Thorndale,7/10/16 16:00,Partly Cloudy,partly-cloudy-day,0,0,81.4,82.11,60.85,0.5,1012.66,9.72,294,10,0.31,NA
Thorndale,7/10/16 17:00,Clear,clear-day,0,0,82.04,82.39,59.86,0.47,1012.64,11.05,304,10,0.04,NA
Thorndale,7/10/16 18:00,Clear,clear-day,0,0,81.63,81.96,59.35,0.47,1012.74,9.88,313,10,0.22,NA
Thorndale,7/10/16 19:00,Clear,clear-day,0,0,80.69,81.15,58.77,0.47,1013.06,6.63,337,10,0.16,NA
Thorndale,7/10/16 20:00,Clear,clear-day,0,0,77.53,77.53,59.31,0.54,1013.7,5.42,356,10,0.02,NA
Thorndale,7/10/16 21:00,Clear,clear-night,0,0,74.35,74.35,57.78,0.56,1014.12,4.47,13,10,0.07,NA
Thorndale,7/10/16 22:00,Clear,clear-night,0,0,72.54,72.54,58.4,0.61,1015.1,7.07,14,10,0.02,NA
Thorndale,7/10/16 23:00,Clear,clear-night,0,0,70.97,70.97,57.65,0.63,1015.66,7.24,10,10,0.02,NA
Thorndale,7/11/16 0:00,Clear,clear-night,0,0,68.9,68.9,57,0.66,1016.35,5.65,4,10,0.02,NA
Thorndale,7/11/16 1:00,Clear,clear-night,0,0,67.54,67.54,57.06,0.69,1016.9,4.59,351,10,0,NA
Thorndale,7/11/16 2:00,Clear,clear-night,0,0,65.63,65.63,56.61,0.73,1017.03,3.69,347,10,0.02,NA
Thorndale,7/11/16 3:00,Clear,clear-night,0,0,63.78,63.78,57.3,0.79,1017.06,3.17,338,10,0.02,NA
Thorndale,7/11/16 4:00,Clear,clear-night,0,0,63.19,63.19,57.2,0.81,1017.47,4.16,293,10,0.02,NA
Thorndale,7/11/16 5:00,Clear,clear-night,0,0,62.58,62.58,56.84,0.82,1017.67,4.33,332,10,0.02,NA
Thorndale,7/11/16 6:00,Clear,clear-day,0,0,62.65,62.65,57.02,0.82,1018.15,5.94,331,10,0.02,NA
Thorndale,7/11/16 7:00,Clear,clear-day,0,0,65.11,65.11,58.52,0.79,1018.51,5.49,339,10,0,NA
Thorndale,7/11/16 8:00,Clear,clear-day,0,0,68.52,68.52,58.82,0.71,1018.86,6.67,355,10,0.05,NA
Thorndale,7/11/16 9:00,Clear,clear-day,0,0,71.74,71.74,58.37,0.63,1019.18,6.41,4,10,0,NA
Thorndale,7/11/16 10:00,Clear,clear-day,0,0,73.74,73.74,58.71,0.59,1019.14,5.67,359,10,0,NA
Thorndale,7/11/16 11:00,Clear,clear-day,0,0,75.73,75.73,58.33,0.55,1019.35,7.65,348,10,0.07,NA
Thorndale,7/11/16 12:00,Clear,clear-day,0,0,77.74,77.74,58.44,0.52,1019,5.46,323,10,0.24,NA
Thorndale,7/11/16 13:00,Clear,clear-day,0,0,78.97,78.97,57.49,0.48,1018.67,5.71,324,10,0.23,NA
Thorndale,7/11/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,80.26,80.73,58.09,0.47,1018.2,7.18,323,10,0.32,NA
Thorndale,7/11/16 15:00,Clear,clear-day,0,0,81.71,81.71,57.78,0.44,1018.11,6.22,312,10,0.16,NA
Thorndale,7/11/16 16:00,Partly Cloudy,partly-cloudy-day,0,0,81.72,81.72,57.73,0.44,1018.28,6.44,309,10,0.31,NA
Thorndale,7/11/16 17:00,Clear,clear-day,0,0,81.8,81.8,56.92,0.43,1018.32,3.74,348,10,0.2,NA
Thorndale,7/11/16 18:00,Clear,clear-day,0,0,82.22,82.22,56.19,0.41,1017.63,2.73,5,10,0.11,NA
Thorndale,7/11/16 19:00,Clear,clear-day,0,0,80.62,80.89,57.58,0.45,1017.39,0.4,296,10,0.04,NA
Thorndale,7/11/16 20:00,Clear,clear-day,0,0,77.07,77.08,59.92,0.56,1017.83,1.56,158,10,0.05,NA
Thorndale,7/11/16 21:00,Clear,clear-night,0,0,73.57,73.57,59.63,0.62,1018.16,2.16,171,10,0,NA
Thorndale,7/11/16 22:00,Clear,clear-night,0,0,70.88,71.06,61.41,0.72,1018.64,2.21,116,10,0,NA
Thorndale,7/11/16 23:00,Clear,clear-night,0,0,70.49,70.75,62.02,0.75,1018.89,3.42,137,10,0.04,NA
Thorndale,7/12/16 0:00,Clear,clear-night,0,0,68.02,68.52,63.38,0.85,1018.83,4.63,113,10,0.02,NA
Thorndale,7/12/16 1:00,Clear,clear-night,0,0,67.07,67.58,63.13,0.87,1018.53,2.7,109,10,0.02,NA
Thorndale,7/12/16 2:00,Clear,clear-night,0,0,66.03,66.67,63.78,0.92,1018.55,2.8,164,10,0,NA
Thorndale,7/12/16 3:00,Clear,clear-night,0,0,65.41,66.01,63.24,0.93,1018.67,1.79,147,9.46,0,NA
Thorndale,7/12/16 4:00,Clear,clear-night,0,0,64.67,65.29,63.13,0.95,1018.87,2.24,111,9.42,0.02,NA
Thorndale,7/12/16 5:00,Clear,clear-night,0,0,64.26,64.85,62.74,0.95,1019.16,2.22,123,9.56,0.02,NA
Thorndale,7/12/16 6:00,Clear,clear-day,0,0,64.14,64.76,62.95,0.96,1019.61,2.3,130,8.32,0.02,NA
Thorndale,7/12/16 7:00,Clear,clear-day,0,0,67.08,67.86,64.99,0.93,1019.92,2.66,120,9.45,0.15,NA
Thorndale,7/12/16 8:00,Clear,clear-day,0,0,70.44,71.31,66.63,0.88,1020.3,3.31,150,8.96,0.15,NA
Thorndale,7/12/16 9:00,Clear,clear-day,0,0,73.94,74.8,67.45,0.8,1020.42,3.8,131,8.64,0.05,NA
Thorndale,7/12/16 10:00,Clear,clear-day,0,0,76.97,77.88,68.35,0.75,1020.42,3.37,174,9.65,0.14,NA
Thorndale,7/12/16 11:00,Clear,clear-day,0,0,79.64,81.87,66.81,0.65,1020.08,3.26,176,10,0.23,NA
Thorndale,7/12/16 12:00,Partly Cloudy,partly-cloudy-day,0,0,81.56,83.51,65.39,0.58,1019.97,5.73,167,10,0.26,NA
Thorndale,7/12/16 13:00,Partly Cloudy,partly-cloudy-day,0,0,82.85,84.83,65.46,0.56,1019.42,7.5,179,10,0.28,NA
Thorndale,7/12/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,83.33,84.96,64.58,0.53,1019.06,6.48,198,10,0.32,NA
Thorndale,7/12/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,84.37,85.75,64.04,0.51,1018.22,8.31,183,10,0.28,NA
Thorndale,7/12/16 16:00,Clear,clear-day,0,0,84.24,85.59,63.93,0.51,1017.75,7.75,193,10,0.16,NA
Thorndale,7/12/16 17:00,Clear,clear-day,0.0032,0.32,83.85,85.09,63.61,0.51,1017.47,8.7,188,10,0.12,rain
Thorndale,7/12/16 18:00,Clear,clear-day,0,0,82.69,83.92,63.36,0.52,1017.29,9.89,187,10,0.23,NA
Thorndale,7/12/16 19:00,Clear,clear-day,0,0,81.46,82.92,63.8,0.55,1017.36,8.02,180,10,0.02,NA
Thorndale,7/12/16 20:00,Clear,clear-day,0,0,78.71,79.26,65.25,0.63,1017.12,7.67,174,10,0.02,NA
Thorndale,7/12/16 21:00,Clear,clear-night,0,0,75.91,76.35,64.13,0.67,1017.25,7.46,183,10,0.02,NA
Thorndale,7/12/16 22:00,Clear,clear-night,0,0,74.47,75.05,65.22,0.73,1017.85,5.44,168,10,0.05,NA
Thorndale,7/12/16 23:00,Clear,clear-night,0,0,73.6,74.15,64.94,0.74,1018.16,7.25,175,10,0.02,NA
Thorndale,7/13/16 0:00,Clear,clear-night,0,0,72.78,73.39,65.23,0.77,1018.39,4.78,177,10,0.2,NA
Thorndale,7/13/16 1:00,Clear,clear-night,0,0,71.92,72.63,65.83,0.81,1018.58,3.87,177,10,0.17,NA
Thorndale,7/13/16 2:00,Partly Cloudy,partly-cloudy-night,0,0,71.7,72.32,65.13,0.8,1018.48,3.74,184,10,0.28,NA
Thorndale,7/13/16 3:00,Clear,clear-night,0,0,70.98,71.58,64.84,0.81,1018.09,4.41,176,10,0.12,NA
Thorndale,7/13/16 4:00,Clear,clear-night,0,0,71.03,71.63,64.79,0.81,1017.69,4.41,172,10,0.24,NA
Thorndale,7/13/16 5:00,Partly Cloudy,partly-cloudy-night,0,0,70.74,71.31,64.52,0.81,1017.59,4.31,169,10,0.25,NA
Thorndale,7/13/16 6:00,Clear,clear-day,0,0,70.67,71.4,65.74,0.84,1017.52,4.47,160,10,0.13,NA
Thorndale,7/13/16 7:00,Clear,clear-day,0,0,71.67,72.45,66.35,0.83,1017.81,3.37,158,10,0.13,NA
Thorndale,7/13/16 8:00,Overcast,cloudy,0,0,72.61,73.57,67.88,0.85,1017.87,4.94,162,10,1,NA
Thorndale,7/13/16 9:00,Partly Cloudy,partly-cloudy-day,0,0,74.3,75.44,69.6,0.85,1018.12,2.89,164,9.94,0.31,NA
Thorndale,7/13/16 10:00,Clear,clear-day,0.0036,0.12,75.43,76.59,70.01,0.83,1017.91,3.5,164,9.37,NA,rain
Thorndale,7/13/16 11:00,Clear,clear-day,0.0126,0.12,75.37,76.76,71.7,0.88,1018.25,3.64,141,8.97,NA,rain
Thorndale,7/13/16 12:00,Humid,clear-day,0.0129,0.16,77.52,79.06,73.28,0.87,1017.8,3.69,108,8.5,NA,rain
Thorndale,7/13/16 13:00,Humid,clear-day,0.0071,0.18,78.07,79.6,73.44,0.86,1017.38,2.72,126,8.2,NA,rain
Thorndale,7/13/16 14:00,Rain,rain,0.0574,0.36,78.77,82.04,73.76,0.85,1016.88,5.53,114,8.97,NA,rain
Thorndale,7/13/16 15:00,Light Rain,rain,0.0333,0.44,76.25,77.78,72.89,0.89,1017.2,5.99,137,4.71,NA,rain
Thorndale,7/13/16 16:00,Humid,clear-day,0.0109,0.37,75.63,77.22,73.17,0.92,1016.87,7.09,133,8.86,NA,rain
Thorndale,7/13/16 17:00,Humid and Partly Cloudy,partly-cloudy-day,0.0081,0.35,74.99,76.63,73.33,0.95,1016.56,5.6,147,8.69,0.31,rain
Thorndale,7/13/16 18:00,Humid,clear-day,0.0067,0.34,75.69,77.32,73.46,0.93,1016.01,5.31,142,9.49,NA,rain
Thorndale,7/13/16 19:00,Humid,clear-day,0.009,0.18,75.32,77.01,73.74,0.95,1015.57,6.17,152,9.51,0.24,rain
Thorndale,7/13/16 20:00,Humid and Partly Cloudy,partly-cloudy-day,0.0011,0.06,75.08,76.77,73.69,0.95,1015.63,3.03,145,7.14,0.38,rain
Thorndale,7/13/16 21:00,Humid,clear-night,4.00E-04,0.04,74.56,76.25,73.46,0.96,1015.25,4.08,141,7.3,0.2,rain
Thorndale,7/13/16 22:00,Humid,clear-night,0,0,74.45,76.14,73.47,0.97,1015.32,1.98,99,6.61,0.16,NA
Thorndale,7/13/16 23:00,Humid and Partly Cloudy,partly-cloudy-night,0,0,74.7,76.42,73.73,0.97,1015.37,1.29,165,6.06,0.31,NA
Thorndale,7/14/16 0:00,Humid and Partly Cloudy,partly-cloudy-night,0,0,74.69,76.4,73.65,0.97,1015.31,3.82,150,5.62,0.31,NA
Thorndale,7/14/16 1:00,Humid,clear-night,0,0,74.59,76.3,73.61,0.97,1015.43,2.07,173,6.56,NA,NA
Thorndale,7/14/16 2:00,Humid and Overcast,cloudy,0,0,74.23,75.93,73.48,0.98,1014.93,3.2,180,5.05,1,NA
Thorndale,7/14/16 3:00,Light Rain,rain,0.0426,0.64,74.14,75.85,73.52,0.98,1014.43,0.83,149,6.03,NA,rain
Thorndale,7/14/16 4:00,Humid,clear-night,0.0184,0.39,74.01,75.72,73.45,0.98,1014.09,2.2,179,3.87,NA,rain
Thorndale,7/14/16 5:00,Humid and Partly Cloudy,partly-cloudy-night,0.0016,0.1,73.98,75.67,73.28,0.98,1013.67,4.02,144,3.32,0.31,rain
Thorndale,7/14/16 6:00,Humid,clear-day,4.00E-04,0.04,74,75.72,73.5,0.98,1013.49,0.99,186,2.84,NA,rain
Thorndale,7/14/16 7:00,Humid,clear-day,0,0,74.48,76.23,73.89,0.98,1013.42,5.43,184,3.92,NA,NA
Thorndale,7/14/16 8:00,Humid and Mostly Cloudy,partly-cloudy-day,0,0,75.66,77.48,74.73,0.97,1013.28,3.16,179,3.91,0.69,NA
Thorndale,7/14/16 9:00,Humid,clear-day,0,0,76.9,78.67,74.78,0.93,1013.51,5.46,209,5.58,NA,NA
Thorndale,7/14/16 10:00,Humid and Partly Cloudy,partly-cloudy-day,0,0,79.44,83.69,74.85,0.86,1013.39,5.52,230,8.18,0.31,NA
Thorndale,7/14/16 11:00,Humid and Partly Cloudy,partly-cloudy-day,0.0032,0.32,81.81,88.33,75.01,0.8,1013.33,6.6,228,8.81,0.31,rain
Thorndale,7/14/16 12:00,Humid and Partly Cloudy,partly-cloudy-day,0,0,85.41,94.14,74.99,0.71,1012.8,8.61,209,9.8,0.31,NA
Thorndale,7/14/16 13:00,Humid and Partly Cloudy,partly-cloudy-day,0.0032,0.32,87.56,95.55,73.37,0.63,1012.07,9.03,218,9.91,0.3,rain
Thorndale,7/14/16 14:00,Humid and Partly Cloudy,partly-cloudy-day,0.0032,0.32,89.59,97.27,72.45,0.57,1011.21,10.76,234,9.91,0.31,rain
Thorndale,7/14/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,90.83,96.46,69.91,0.51,1010.49,13.88,241,10,0.28,NA
Thorndale,7/14/16 16:00,Clear,clear-day,0.0032,0.32,91.46,94.89,66.91,0.45,1009.99,13.52,239,10,0.24,rain
Thorndale,7/14/16 17:00,Clear,clear-day,0,0,91.78,96.07,68.02,0.46,1009.66,11.06,240,10,0.18,NA
Thorndale,7/14/16 18:00,Clear,clear-day,0,0,90.88,93.94,66.49,0.45,1009.53,9.24,238,10,0.22,NA
Thorndale,7/14/16 19:00,Clear,clear-day,0,0,89.72,93.69,68.04,0.49,1009.94,8.92,235,10,0.04,NA
Thorndale,7/14/16 20:00,Clear,clear-day,0,0,87.04,91.78,69.69,0.57,1009.98,6.56,222,10,0.02,NA
Thorndale,7/14/16 21:00,Clear,clear-night,0,0,84.46,89.92,71.53,0.65,1010.37,5.72,214,10,0.06,NA
Thorndale,7/14/16 22:00,Clear,clear-night,0,0,83,88.09,71.71,0.69,1010.65,5.36,212,10,0.05,NA
Thorndale,7/14/16 23:00,Humid,clear-night,0,0,81.35,85.89,72,0.73,1010.59,4.07,238,9.91,0.02,NA
Thorndale,7/15/16 0:00,Clear,clear-night,0,0,81.02,85.37,71.94,0.74,1010.77,5.4,232,10,0.02,NA
Thorndale,7/15/16 1:00,Clear,clear-night,0,0,79.03,82.1,71.63,0.78,1010.87,5.29,237,10,0.02,NA
Thorndale,7/15/16 2:00,Clear,clear-night,0,0,77.91,79.24,71.84,0.82,1010.68,5.51,235,10,0.02,NA
Thorndale,7/15/16 3:00,Humid,clear-night,0,0,77.02,78.42,72.21,0.85,1010.62,4.96,232,10,0.02,NA
Thorndale,7/15/16 4:00,Clear,clear-night,0,0,75.87,77.13,70.85,0.84,1010.73,2.6,242,10,0.02,NA
Thorndale,7/15/16 5:00,Clear,clear-night,0,0,74.48,75.83,71.15,0.89,1011,5.53,278,9.69,0.02,NA
Thorndale,7/15/16 6:00,Clear,clear-day,0,0,74.83,75.94,69.5,0.84,1011.77,5.61,270,9.91,0.02,NA
Thorndale,7/15/16 7:00,Clear,clear-day,0,0,77.48,78.64,70.44,0.79,1012.15,5.46,277,9.91,0.02,NA
Thorndale,7/15/16 8:00,Clear,clear-day,0.0032,0.32,80.07,83.25,70.02,0.72,1012.66,7.63,283,9.91,0.02,rain
Thorndale,7/15/16 9:00,Clear,clear-day,0,0,81.45,85,69.74,0.68,1013.06,7.76,289,10,0.02,NA
Thorndale,7/15/16 10:00,Clear,clear-day,0,0,82.23,85.92,69.59,0.66,1013.04,9.03,298,10,0.02,NA
Thorndale,7/15/16 11:00,Clear,clear-day,0.0032,0.32,83.5,87.75,70.06,0.64,1013.39,10.31,294,10,0,rain
Thorndale,7/15/16 12:00,Clear,clear-day,0.0032,0.32,84.72,88.59,68.99,0.59,1013.33,8.86,288,10,0.23,rain
Thorndale,7/15/16 13:00,Clear,clear-day,0,0,84.96,88.87,68.99,0.59,1012.99,6.98,282,10,0.09,NA
Thorndale,7/15/16 14:00,Clear,clear-day,0,0,86.2,90.03,68.57,0.56,1012.86,6.61,262,10,0.09,NA
Thorndale,7/15/16 15:00,Clear,clear-day,0,0,86.67,89.44,66.75,0.52,1012.78,7.04,259,10,0.03,NA
Thorndale,7/15/16 16:00,Clear,clear-day,0,0,87.4,90.46,67.11,0.51,1012.36,7.45,252,10,0.05,NA
Thorndale,7/15/16 17:00,Clear,clear-day,0,0,86.81,89.94,67.33,0.53,1012.14,7.7,258,10,0.06,NA
Thorndale,7/15/16 18:00,Clear,clear-day,0,0,85.99,89.67,68.37,0.56,1011.7,9.33,246,10,0.03,NA
Thorndale,7/15/16 19:00,Clear,clear-day,0,0,86.44,88.24,64.96,0.49,1011.52,4.35,241,10,0,NA
Thorndale,7/15/16 20:00,Clear,clear-day,0,0,83.51,85.45,65.35,0.55,1011.94,5.13,229,10,0.05,NA
Thorndale,7/15/16 21:00,Clear,clear-night,0,0,81.38,83.78,66.75,0.61,1012.63,5.1,227,10,0.02,NA
Thorndale,7/15/16 22:00,Clear,clear-night,0,0,79.07,79.79,66.81,0.66,1013.97,6.11,228,10,0.02,NA
Thorndale,7/15/16 23:00,Clear,clear-night,0,0,78.71,79.47,67.16,0.68,1014.44,3.03,236,10,0.06,NA
Thorndale,7/16/16 0:00,Clear,clear-night,0,0,77.46,78.28,67.68,0.72,1014.67,4.96,248,10,0.02,NA
Thorndale,7/16/16 1:00,Clear,clear-night,0,0,76.7,77.48,67.2,0.73,1014.63,4.7,238,10,0.05,NA
Thorndale,7/16/16 2:00,Clear,clear-night,0,0,74.69,75.44,66.65,0.76,1014.3,1.88,246,9.91,0.05,NA
Thorndale,7/16/16 3:00,Clear,clear-night,0.0096,0.32,74.11,75.04,68,0.81,1014.02,3.35,276,10,0,rain
Thorndale,7/16/16 4:00,Clear,clear-night,0,0,73.21,74.16,67.89,0.83,1014.12,4.63,295,10,0,NA
Thorndale,7/16/16 5:00,Clear,clear-night,0,0,72.88,73.74,67.19,0.82,1014.51,3.21,288,9.91,0.02,NA
Thorndale,7/16/16 6:00,Clear,clear-day,0,0,71.35,72.27,67.27,0.87,1014.97,1.76,316,9.57,0.02,NA
Thorndale,7/16/16 7:00,Clear,clear-day,0,0,75.1,76.12,68.89,0.81,1015.7,2.45,279,9.37,0.04,NA
Thorndale,7/16/16 8:00,Clear,clear-day,0.0064,0.32,78.69,79.59,68.46,0.71,1016.31,4.5,308,9.8,0.07,rain
Thorndale,7/16/16 9:00,Clear,clear-day,0,0,81.09,83.72,67.53,0.64,1016.6,5.1,317,9.91,0,NA
Thorndale,7/16/16 10:00,Clear,clear-day,0,0,82.86,85.87,67.88,0.61,1016.63,1.71,311,9.91,0,NA
Thorndale,7/16/16 11:00,Clear,clear-day,0,0,84.88,87.96,67.57,0.56,1016.9,2.93,163,9.91,0,NA
Thorndale,7/16/16 12:00,Clear,clear-day,0,0,86.64,90.41,68.37,0.55,1016.97,4.39,160,9.91,0.02,NA
Thorndale,7/16/16 13:00,Clear,clear-day,0,0,87.82,91.97,68.69,0.53,1016.89,4.64,247,9.91,0.21,NA
Thorndale,7/16/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,87.67,92.42,69.55,0.55,1016.54,5.47,230,8.36,0.28,NA
Thorndale,7/16/16 15:00,Clear,clear-day,0,0,84.06,87.68,68.74,0.6,1015.93,5.18,218,10,0.11,NA
Thorndale,7/16/16 16:00,Clear,clear-day,0.023,0.27,82.81,85.4,66.97,0.59,1015.83,2.59,239,9.8,0.13,rain
Thorndale,7/16/16 17:00,Clear,clear-day,0.0056,0.06,83.07,86.01,67.68,0.6,1015.77,1.96,273,10,0,rain
Thorndale,7/16/16 18:00,Clear,clear-day,0,0,81.37,84.12,67.74,0.63,1015.96,1.4,230,10,0.02,NA
Thorndale,7/16/16 19:00,Clear,clear-day,0,0,80.02,82.75,68.49,0.68,1016.35,1.63,162,10,0.02,NA
Thorndale,7/16/16 20:00,Clear,clear-day,0.0014,0.07,78.24,79.29,69.68,0.75,1016.99,2.78,220,10,0.14,rain
Thorndale,7/16/16 21:00,Clear,clear-night,0.006,0.11,75.65,76.41,66.87,0.74,1017.1,4.63,221,10,0.09,rain
Thorndale,7/16/16 22:00,Clear,clear-night,0,0,74.89,75.58,66.24,0.75,1017.82,2.65,242,10,0.1,NA
Thorndale,7/16/16 23:00,Clear,clear-night,0,0,73.29,74.02,66.29,0.79,1018.21,2.11,132,10,0.04,NA
Thorndale,7/17/16 0:00,Clear,clear-night,0,0,71.91,72.69,66.34,0.83,1018.49,1.79,214,10,0,NA
Thorndale,7/17/16 1:00,Clear,clear-night,0,0,71.68,72.48,66.45,0.84,1018.37,2.71,243,10,0.02,NA
Thorndale,7/17/16 2:00,Clear,clear-night,0,0,71.09,71.91,66.48,0.85,1018.11,4.09,251,9.91,0.07,NA
Thorndale,7/17/16 3:00,Clear,clear-night,0,0,70.65,71.42,65.95,0.85,1017.91,3.64,251,10,0,NA
Thorndale,7/17/16 4:00,Clear,clear-night,0,0,69.9,70.74,66.25,0.88,1017.81,4.4,271,10,0,NA
Thorndale,7/17/16 5:00,Clear,clear-night,0,0,69.81,70.53,65.42,0.86,1018.17,3.59,262,10,0,NA
Thorndale,7/17/16 6:00,Clear,clear-day,0,0,68.71,69.48,65.41,0.89,1018.71,4.76,265,9.43,0.02,NA
Thorndale,7/17/16 7:00,Clear,clear-day,0,0,70.26,71.08,66.24,0.87,1019.28,3.78,259,9.85,0.02,NA
Thorndale,7/17/16 8:00,Clear,clear-day,0,0,74.16,74.91,66.57,0.77,1019.52,5.49,280,10,0.02,NA
Thorndale,7/17/16 9:00,Clear,clear-day,0,0,76.8,77.6,67.37,0.73,1019.76,5.2,293,10,0.02,NA
Thorndale,7/17/16 10:00,Clear,clear-day,0,0,79.43,81.73,67.27,0.66,1020.1,3.47,299,10,0.02,NA
Thorndale,7/17/16 11:00,Clear,clear-day,0,0,81.88,84.48,67.2,0.61,1020.46,5.01,305,10,0.06,NA
Thorndale,7/17/16 12:00,Clear,clear-day,0,0,83.81,86.53,67.07,0.57,1020.26,4.14,300,10,0.08,NA
Thorndale,7/17/16 13:00,Clear,clear-day,0,0,85.12,87.03,65.25,0.52,1020.02,4.2,294,10,0.15,NA
Thorndale,7/17/16 14:00,Clear,clear-day,0.0032,0.32,86.76,88.02,63.8,0.47,1019.68,6.2,278,10,0.12,rain
Thorndale,7/17/16 15:00,Clear,clear-day,0,0,86.92,87.88,63.15,0.45,1019.43,4.78,275,10,0.16,NA
Thorndale,7/17/16 16:00,Clear,clear-day,0,0,88.03,88.39,61.77,0.42,1019.28,5.87,249,10,0.1,NA
Thorndale,7/17/16 17:00,Clear,clear-day,0,0,87.67,88.02,61.72,0.42,1019.11,8.25,280,10,0.1,NA
Thorndale,7/17/16 18:00,Clear,clear-day,0,0,86.04,86.49,61.85,0.44,1019.1,5.8,251,10,0.04,NA
Thorndale,7/17/16 19:00,Clear,clear-day,0,0,85.95,86.47,62.01,0.45,1019.5,4.61,248,10,0.05,NA
Thorndale,7/17/16 20:00,Clear,clear-day,0,0,82.35,83.2,61.99,0.5,1019.61,5.43,230,10,0.07,NA
Thorndale,7/17/16 21:00,Clear,clear-night,0,0,79.26,79.82,65.25,0.62,1019.74,5.92,207,10,0.02,NA
Thorndale,7/17/16 22:00,Clear,clear-night,0,0,77,77.55,65.18,0.67,1020.17,4.84,205,10,0.02,NA
Thorndale,7/17/16 23:00,Clear,clear-night,0,0,76.8,77.47,66.21,0.7,1019.96,5.37,214,10,0.02,NA
Thorndale,7/18/16 0:00,Clear,clear-night,0,0,76.36,77.2,67.63,0.74,1019.99,4.78,223,10,0.02,NA
Thorndale,7/18/16 1:00,Clear,clear-night,0,0,74.57,75.5,68.11,0.8,1020.1,4.64,228,9.91,0,NA
Thorndale,7/18/16 2:00,Clear,clear-night,0,0,74.36,75.35,68.51,0.82,1020.03,3.56,219,9.91,0.02,NA
Thorndale,7/18/16 3:00,Clear,clear-night,0,0,73.25,74.2,67.93,0.83,1019.92,5.98,230,9.91,0.02,NA
Thorndale,7/18/16 4:00,Clear,clear-night,0,0,72.81,73.81,68.21,0.86,1019.72,4.28,251,9.91,0.02,NA
Thorndale,7/18/16 5:00,Clear,clear-night,0,0,72.49,73.51,68.29,0.87,1019.45,3.1,214,9.85,0,NA
